Prompt Answer Id|Prompt Id|Answer|Courage Modifier|Diligence Modifier|Knowledge Modifier|Understanding Modifier|Expression Modifier|Courage Rank Requirement|Diligence Rank Requirement|Knowledge Rank Requirement|Understanding Rank Requirement|Expression Rank Requirement
A3-20110909D01ST|ST-20110909D01|"#3 hugs me."|0|0|0|0|0|0|0|0|0|0
A4-20110909D01ST|ST-20110909D01|"#4 gets a piggyback ride."|0|0|0|0|0|0|0|0|0|0
A1-20110910D01ST|ST-20110910D01|Buy an Iwatodai T-shirt|0|0|0|0|0|0|0|0|0|0
A2-20110910D01ST|ST-20110910D01|Buy Iwatodai Mochi|0|0|0|0|0|0|0|0|0|0
A3-20110910D01ST|ST-20110910D01|Buy an Iwatodai Lamp|0|0|0|0|0|0|0|0|0|0
A1-20210910D02ST|ST-20110910D02|"Yeah, it was great."|0|0|0|0|0|0|0|0|0|0
A2-20210910D02ST|ST-20110910D02|"It was okay."|0|0|0|0|0|0|0|0|0|0
A3-20210910D02ST|ST-20110910D02|"Come with me next time."|0|0|0|0|0|0|0|0|0|0
A1-20111027D01ST|ST-20111027D01|"Not really."|0|0|0|0|0|0|0|0|0|0
A2-20111027D01ST|ST-20111027D01|"Of course I do."|0|0|0|0|0|0|0|0|0|0
A3-20111027D01ST|ST-20111027D01|"Enter the pageant, dammit."|0|0|0|0|2|0|0|0|0|0
A1-20111203D01ST|ST-20111203D01|"Push the bastard in."|0|0|0|0|0|0|0|0|0|0
A2-20111203D01ST|ST-20111203D01|"I can’t stay here."|0|0|0|0|0|0|0|0|0|0
A3-20111203D01ST|ST-20111203D01|"Wait a second here…"|0|0|0|0|0|0|0|0|0|0
A1-20211203D02ST|ST-20111203D02|"We’re missing something."|0|0|0|0|0|0|0|0|0|0
A2-20211203D02ST|ST-20111203D02|"Leave him for the police."|0|0|0|0|0|0|0|0|0|0
A3-20211203D02ST|ST-20111203D02|"This won’t change anything."|0|0|0|0|0|0|0|0|0|0
A1-20211203D03ST|ST-20111203D03|"Whether he’ll kill again."|0|0|0|0|0|0|0|0|0|0
A2-20211203D03ST|ST-20111203D03|"Whether revenge is right."|0|0|0|0|0|0|0|0|0|0
A3-20211203D03ST|ST-20111203D03|"Namatame’s true feelings."|0|0|0|0|0|0|0|0|0|0
A4-20211203D03ST|ST-20111203D03|"Whether he can be tried."|0|0|0|0|0|0|0|0|0|0
A1-20211203D04ST|ST-20111203D04|"Why he’s scared."|0|0|0|0|0|0|0|0|0|0
A2-20211203D04ST|ST-20111203D04|"Something’s bothering me."|0|0|0|0|0|0|0|0|0|0
A3-20211203D04ST|ST-20111203D04|"He can still repent…"|0|0|0|0|0|0|0|0|0|0
A4-20211203D04ST|ST-20111203D04|"I actually don’t know."|0|0|0|0|0|0|0|0|0|0
A1-20111203D05ST|ST-20111203D05|"...I got nothing."|0|0|0|0|0|0|0|0|0|0
A2-20111203D05ST|ST-20111203D05|"He could escape via the TV."|0|0|0|0|0|0|0|0|0|0
A3-20111203D05ST|ST-20111203D05|"We’re missing something…"|0|0|0|0|0|0|0|0|0|0
A1-20111203D06ST|ST-20111203D06|"I can’t do it."|0|0|0|0|0|0|0|0|0|0
A2-20111203D06ST|ST-20111203D06|"Calm the hell down!"|0|0|0|0|0|0|0|0|0|0
A3-20111203D06ST|ST-20111203D06|"I’m sorry…"|0|0|0|0|0|0|0|0|0|0
A1-20111205D01ST|ST-20111205D01|Yosuke Hanamura|0|0|0|0|0|0|0|0|0|0
A2-20111205D01ST|ST-20111205D01|Chie Satonaka|0|0|0|0|0|0|0|0|0|0
A3-20111205D01ST|ST-20111205D01|Yukiko Amagi|0|0|0|0|0|0|0|0|0|0
A4-20111205D01ST|ST-20111205D01|Teddie|0|0|0|0|0|0|0|0|0|0
A5-20111205D01ST|ST-20111205D01|Someone else|0|0|0|0|0|0|0|0|0|0
A1-20211205D02ST|ST-20111205D02|Kanji Tatsumi|0|0|0|0|0|0|0|0|0|0
A2-20211205D02ST|ST-20111205D02|Rise Kujikawa|0|0|0|0|0|0|0|0|0|0
A3-20211205D02ST|ST-20111205D02|Naoto Shirogane|0|0|0|0|0|0|0|0|0|0
A4-20211205D02ST|ST-20111205D02|Someone else|0|0|0|0|0|0|0|0|0|0
A1-20211205D03ST|ST-20111205D03|Ryotaro Dojima|0|0|0|0|0|0|0|0|0|0
A2-20211205D03ST|ST-20111205D03|Nanako Dojima|0|0|0|0|0|0|0|0|0|0
A3-20211205D03ST|ST-20111205D03|Tohru Adachi|0|0|0|0|0|0|0|0|0|0
A4-20211205D03ST|ST-20111205D03|Taro Namatame|0|0|0|0|0|0|0|0|0|0
A5-20211205D03ST|ST-20111205D03|Someone else|0|0|0|0|0|0|0|0|0|0
A1-20211205D04ST|ST-20111205D04|Mayumi Yamano|0|0|0|0|0|0|0|0|0|0
A2-20211205D04ST|ST-20111205D04|Saki Knoishi|0|0|0|0|0|0|0|0|0|0
A3-20211205D04ST|ST-20111205D04|Kinshiro Morooka|0|0|0|0|0|0|0|0|0|0
A4-20211205D04ST|ST-20111205D04|Mitsuo Kubo|0|0|0|0|0|0|0|0|0|0
A5-20211205D04ST|ST-20111205D04|Someone else|0|0|0|0|0|0|0|0|0|0
A1-20111205D05ST|ST-20111205D05|Misuzu Hiiragi|0|0|0|0|0|0|0|0|0|0
A2-20111205D05ST|ST-20111205D05|Noriko Kashiwagi|0|0|0|0|0|0|0|0|0|0
A3-20111205D05ST|ST-20111205D05|Hanako Ohtani|0|0|0|0|0|0|0|0|0|0
A4-20111205D05ST|ST-20111205D05|Someone else|0|0|0|0|0|0|0|0|0|0
A1-20111205D06ST|ST-20111205D06|Ai Ebihara|0|0|0|0|0|0|0|0|0|0
A2-20111205D06ST|ST-20111205D06|Kou Ichijo|0|0|0|0|0|0|0|0|0|0
A3-20111205D06ST|ST-20111205D06|Daisuke Nagase|0|0|0|0|0|0|0|0|0|0
A4-20111205D06ST|ST-20111205D06|Someone else|0|0|0|0|0|0|0|0|0|0
A1-20111205D07ST|ST-20111205D07|Hisano Kuroda|0|0|0|0|0|0|0|0|0|0
A2-20111205D07ST|ST-20111205D07|Sayoko Uehara|0|0|0|0|0|0|0|0|0|0
A3-20111205D07ST|ST-20111205D07|Someone else|0|0|0|0|0|0|0|0|0|0
A1-20111205D08ST|ST-20111205D08|Shu Nakajima|0|0|0|0|0|0|0|0|0|0
A2-20111205D08ST|ST-20111205D08|Yumi Ozawa|0|0|0|0|0|0|0|0|0|0
A3-20111205D08ST|ST-20111205D08|Eri Minami|0|0|0|0|0|0|0|0|0|0
A4-20111205D08ST|ST-20111205D08|Think once again|0|0|0|0|0|0|0|0|0|0
A1-02D01DN|DN-02D01|"Let’s give it some thought."|0|0|0|0|0|0|0|0|0|0
A2-02D01DN|DN-02D01|"Let’s call it a day."|0|0|0|2|0|0|0|0|0|0
A1-05D01DN|DN-05D01|Orthodox, ketchup flavored|0|0|0|0|0|0|0|0|0|0
A2-05D01DN|DN-05D01|Asian American, soy flavored|0|0|0|0|0|0|0|0|0|0
A3-05D01DN|DN-05D01|Herb filled, Provence style|0|0|0|0|0|0|0|0|0|0
A4-05D01DN|DN-05D01|Aromatic, Mediterranean style|0|0|0|0|0|0|0|0|0|0
